"","x"
"1",0.000156344485421541
"2",0.0129185684043886
"3",0.0285734789904841
"4",0.0285734789904842
"5",0.000416678988031154
"6",0.00446732914102987
"7",0.00114758650227755
"8",0.000875218605271481
"9",0.00113902702005254
"10",0.000188613861183929
"11",0.0164372001713692
"12",0.00166414526075202
"13",6.54737151588938e-06
"14",0.00115362941146195
"15",0.0404649447034793
"16",0.00016908347854974
"17",0.00284158199685509
"18",0.00245340903642974
"19",0.00538645667477585
"20",1.205124925171e-07
"21",0.000934522026314379
"22",0.0123635441391965
"23",0.00148902054455642
"24",0.0164868178208705
"25",0.0136272451100582
"26",3.88719830304058e-05
"27",0.00102309034287916
"28",0.000201222180737653
"29",0.103541119099837
"30",0.000112692845290149
"31",0.000128128512582367
"32",0.00530725642484112
"33",0.000241022906247665
"34",0.00168429913239236
"35",0.00513170246843363
"36",0.00797136611531741
"37",0.0167343232705406
"38",0.00201968430632727
"39",0.0215839497600475
"40",0.00496517822363176
"41",0.00112291757282125
"42",0.0444073453639568
"43",0.00315996980950067
"44",0.000973576840131273
"45",0.000414090443627979
"46",0.00114623308657411
"47",0.00121210167588564
"48",0.000458844476064835
"49",0.00509280932966578
"50",0.0151478197955234
"51",0.0200206691950702
"52",0.00261566344835768
"53",0.000119443549439761
"54",7.29751793957032e-05
"55",0.00129106275453276
"56",0.00143984385940379
"57",0.00143984385940379
"58",6.17876381447003e-05
"59",0.000666101361549937
"60",0.00261429698416399
"61",0.0880922991336092
"62",0.000198884605124361
"63",0.000103819501894212
"64",0.00294786015989548
"65",0.0562168302308447
"66",0.00151307866491208
"67",8.69467788933658e-06
"68",0.00013624395626402
"69",0.143886181459965
"70",0.00189940231834775
"71",0.000746208981518242
"72",0.000122657433934931
"73",0.0161874438223237
"74",0.000237923954195261
"75",0.00727272386357903
"76",0.00179476882931582
"77",9.78881930626837e-07
"78",0.000417823095609323
"79",0.0069884589998367
"80",0.000602984770152481
"81",0.0164716729206695
"82",0.0104187418146484
"83",0.00603329169311857
"84",0.000284661909422327
"85",0.0333372044602163
"86",0.0225261398161149
"87",0.0179459649777175
"88",0.00689797016693399
"89",7.37744255611845e-05
"90",2.2033282929303e-05
"91",0.00348361923179775
"92",0.000657253464112866
"93",2.20207696878069e-05
"94",0.00769839744359035
"95",0.00318160952960342
"96",0.001108366394597
"97",0.0190661131241927
"98",0.00487383984465005
"99",0.000168785958020668
"100",0.000142362209210351
"101",0.000142362209210351
"102",0.000942371729672761
"103",0.000127994006597092
"104",0.00749346133067681
"105",0.00227234748993267
"106",0.0032381429732072
"107",0.00358065510170033
"108",7.62133818628058e-05
"109",0.000845255619533369
"110",0.00641468413806068
"111",1.20356304437698e-05
"112",1.29206178259075e-05
"113",0.000333457451983794
"114",0.00200858944262354
"115",0.00126134312523744
"116",3.28151882772779e-06
"117",0.0182032768671938
"118",0.0039776721138145
"119",0.00115157339759268
"120",0.0118410236086737
"121",0.00117244653372783
"122",0.0118410236086737
"123",0.0284702358002345
"124",0.000657331870033602
"125",0.000116962357778462
"126",0.00191012565866056
"127",0.00213055384293148
"128",0.00140846096728879
"129",0.0136841627491602
"130",0.00602054190105395
"131",0.00891191716356722
"132",0.000694846307246633
"133",0.00130490886793146
"134",0.00364219257620854
"135",0.00380043357071352
"136",0.000588433572020766
"137",0.00176589862192458
"138",0.00243727639865166
"139",0.00581254671524501
"140",0.00204373668104841
"141",0.00239088845959352
"142",0.00493548281865981
"143",4.80348955252012e-05
"144",0.000547998436545949
"145",0.006797226241215
"146",2.6939895879391e-05
"147",0.00319993924369999
"148",0.00252856852922928
"149",0.000907168549658754
"150",0.0254939637558841
"151",0.0004014011817512
"152",0.00544508554295584
"153",2.76602822009489e-06
"154",0.0157754585074877
"155",4.67595467482623e-06
"156",0.000388382104859549
"157",0.00275697479757171
"158",0.000793051589002962
"159",0.000422659282294069
"160",0.00399665974239341
"161",0.00334080616145282
"162",0.00107477824178246
"163",0.0012183167714379
"164",3.63093224928887e-06
"165",0.000943245144019751
"166",0.00299725680196619
"167",0.000162018412783106
"168",0.000814252381667843
"169",0.000426417703444905
"170",0.000537662287208246
"171",0.000482723988354752
"172",0.000944417637587756
"173",0.00491335623569644
"174",0.00274950777550494
"175",0.00099668828996579
"176",0.00407897070513853
"177",0.00466189890113245
"178",8.82431446145823e-08
"179",0.0139776276722416
"180",0.0553863225788691
"181",0.000246903740735778
"182",0.000498724703494817
"183",0.00415038685104777
"184",0.019678047584695
"185",0.00164719834470417
"186",0.0276464624719901
"187",0.000882253265950112
"188",0.000302269058566641
